20, 41, 27, 34, 82, 93, 24, 39, 34, 92, 50, 57, 78, 69, 93, 56, 74, 3, 10, 24, 8, 90, 33, 27, 77, 97, 40, 84, 86, 34, 35, 1, 83, 67, 43, 13, 30, 30, 51, 83, 62, 47, 51, 77, 70, 24, 66, 61, 92, 10, 73, 44, 76, 40, 71, 58, 16, 41, 31, 9, 54, 37, 18, 61, 44, 70, 17, 54, 61, 52, 24, 27, 25, 75, 16, 26, 74, 25, 22, 9, 95, 10, 4, 90, 27, 96, 8, 13, 78, 52, 28, 85, 55, 72, 70, 60, 29, 90, 8, 20
53, 51, 65, 83, 58, 66, 37, 59, 91, 26, 15, 68, 61, 13, 12, 18, 81, 54, 28, 98, 38, 98, 91, 54, 8, 49, 11, 88, 31, 95, 97, 3, 46, 35, 63, 23, 24, 36, 12, 31, 100, 61, 20, 74, 12, 89, 9, 41, 84, 97, 29, 53, 37, 22, 30, 73, 94, 30, 88, 16, 54, 18, 93, 73, 96, 66, 44, 77, 94, 90, 82, 5, 33, 67, 1, 97, 59, 18, 32, 7, 62, 68, 64, 41, 12, 78, 3, 94, 89, 93, 44, 93, 71, 39, 87, 93, 94, 55, 5, 45
82, 16, 14, 97, 36, 83, 36, 91, 13, 63, 39, 86, 91, 7, 57, 98, 16, 47, 48, 54, 7, 7, 37, 42, 88, 76, 80, 97, 35, 5, 30, 23, 66, 87, 3, 46, 68, 12, 46, 51, 60, 10, 52, 73, 19, 8, 61, 82, 5, 84, 45, 77, 62, 6, 89, 60, 18, 41, 52, 44, 38, 9, 59, 94, 29, 44, 99, 53, 79, 99, 39, 86, 21, 22, 40, 39, 82, 97, 53, 91, 40, 95, 70, 28, 18, 28, 27, 100, 100, 18, 63, 97, 55, 36, 84, 83, 33, 7, 56, 55
50, 50, 71, 41, 16, 93, 83, 62, 22, 74, 76, 2, 31, 12, 85, 55, 4, 99, 82, 8, 64, 9, 26, 69, 94, 38, 85, 93, 70, 2, 38, 1, 9, 50, 22, 28, 84, 75, 52, 88, 92, 89, 87, 30, 10, 86, 84, 32, 35, 63, 43, 28, 19, 83, 70, 76, 11, 8, 93, 49, 44, 97, 78, 85, 50, 96, 51, 88, 90, 66, 19, 84, 37, 25, 68, 78, 74, 28, 43, 85, 83, 31, 19, 57, 59, 98, 82, 58, 73, 93, 46, 25, 50, 42, 65, 93, 11, 1, 100, 76
62, 82, 77, 36, 16, 68, 1, 73, 87, 36, 8, 28, 49, 60, 62, 5, 3, 44, 4, 83, 63, 60, 39, 15, 67, 46, 75, 7, 19, 89, 13, 79, 65, 3, 60, 1, 20, 59, 32, 17, 62, 19, 43, 91, 98, 2, 18, 43, 20, 87, 27, 25, 84, 65, 49, 10, 60, 50, 78, 4, 45, 66, 83, 14, 20, 9, 55, 15, 80, 53, 10, 49, 89, 98, 23, 75, 28, 51, 36, 100, 56, 64, 41, 16, 85, 57, 97, 84, 91, 78, 1, 16, 33, 73, 34, 90, 27, 36, 49, 56
9, 51, 80, 43, 30, 35, 33, 100, 34, 42, 41, 59, 70, 10, 99, 50, 21, 28, 22, 11, 56, 55, 99, 7, 17, 79, 40, 7, 53, 57, 5, 14, 100, 40, 67, 83, 93, 50, 44, 43, 79, 44, 17, 53, 5, 14, 72, 43, 44, 41, 77, 69, 9, 4, 50, 28, 69, 37, 84, 14, 100, 78, 18, 61, 82, 8, 24, 24, 35, 91, 98, 55, 60, 62, 85, 25, 24, 50, 65, 37, 85, 88, 70, 7, 96, 46, 22, 18, 34, 91, 19, 49, 78, 29, 91, 22, 45, 26, 3, 75
96, 56, 92, 33, 62, 39, 28, 58, 63, 99, 14, 30, 59, 41, 76, 86, 88, 6, 14, 55, 96, 97, 68, 25, 12, 87, 28, 74, 12, 94, 39, 10, 50, 77, 41, 40, 96, 1, 7, 37, 11, 75, 3, 14, 70, 78, 52, 56, 5, 89, 57, 36, 58, 9, 12, 82, 92, 6, 57, 46, 93, 75, 29, 11, 21, 2, 42, 30, 92, 41, 45, 32, 75, 56, 80, 51, 60, 52, 86, 17, 54, 78, 65, 11, 13, 43, 11, 77, 37, 60, 82, 21, 28, 38, 23, 5, 69, 8, 92, 51
33, 95, 92, 91, 66, 75, 48, 88, 60, 65, 14, 18, 20, 11, 11, 65, 65, 95, 63, 38, 29, 81, 18, 68, 33, 76, 96, 94, 44, 73, 7, 45, 80, 79, 8, 84, 14, 11, 44, 56, 22, 10, 12, 72, 87, 58, 81, 95, 56, 14, 83, 91, 97, 91, 7, 76, 33, 38, 1, 58, 94, 76, 76, 20, 45, 96, 81, 54, 90, 64, 97, 14, 5, 71, 10, 37, 26, 90, 2, 1, 19, 20, 65, 7, 31, 79, 74, 41, 90, 34, 40, 26, 5, 89, 65, 62, 75, 39, 26, 82
56, 93, 60, 95, 60, 40, 73, 8, 20, 28, 35, 35, 53, 16, 23, 13, 87, 100, 72, 39, 5, 76, 48, 28, 97, 25, 29, 27, 49, 80, 9, 8, 54, 99, 60, 22, 79, 19, 49, 19, 78, 39, 13, 83, 100, 21, 33, 67, 72, 42, 72, 43, 36, 66, 3, 56, 26, 13, 91, 58, 65, 76, 89, 25, 17, 88, 54, 70, 5, 21, 8, 42, 55, 52, 71, 42, 82, 68, 62, 52, 44, 69, 8, 23, 96, 29, 36, 2, 14, 77, 54, 4, 11, 53, 82, 85, 57, 69, 61, 20
50, 20, 99, 66, 64, 78, 77, 94, 77, 29, 77, 22, 27, 89, 13, 29, 58, 24, 99, 10, 17, 95, 22, 38, 31, 88, 91, 47, 42, 74, 75, 62, 13, 36, 89, 89, 68, 94, 85, 82, 26, 94, 63, 10, 84, 17, 61, 37, 6, 45, 55, 96, 79, 56, 77, 6, 87, 71, 5, 1, 46, 100, 13, 79, 41, 5, 87, 78, 57, 21, 60, 65, 25, 69, 12, 32, 80, 24, 74, 79, 56, 54, 73, 42, 9, 59, 9, 77, 12, 70, 43, 63, 33, 12, 59, 54, 3, 58, 74, 93
