496.07	7.2	0.4
497.06	7.1	0.5
496.67	7.1	0.5
494.54	7.1	0.6
498.09	7	0.6
516.96	7	0.6
589.44	7	0.6
754.65	7.4	0.6
831.1	7.9	0.6
853.42	7.9	0.5
850.58	8	0.5
834.82	8	0.6
851.32	8	0.5
860.25	7.9	0.4
847.71	7.8	0.4
800.6	7.6	0.5
656.4	7.4	0.4
587.7	7.1	0.5
561.9	7.2	0.4
562.95	7.1	0.5
536.77	7.2	0.4
503.08	7.3	0.5
493.39	7.4	0.5
487.77	7.3	0.5
482.59	7.3	0.6
478.97	7.3	0.5
474.69	7.3	0.6
471.53	7.2	0.6
470.95	7.1	0.7
471.51	7.1	0.7
461.04	7.1	0.8
469.94	7.2	0.8
491.39	7.3	0.8
511.88	7.4	0.8
519.31	7.4	0.8
515.46	7.3	0.8
526.49	7.2	0.7
540.53	7.2	0.8
547.41	7.1	0.7
538.3	7.3	0.8
513.8	7.3	0.7
502	7.1	0.7
492.44	6.9	0.7
496.4	6.9	0.8
501.71	7	0.7
466.84	7.1	0.8
455.44	7.2	0.7
444.61	7.2	0.7
440.02	7.1	0.7
434.33	7.1	0.8
433.01	7	0.7
434.19	7.1	0.8
431.85	7	0.7
429.59	7	0.8
415.84	7	0.8
421.17	7	0.9
436.34	7.2	0.9
467.12	7	0.9
482.52	7	0.9
491.05	6.9	0.8
491.62	6.9	0.8
500.11	7	0.8
507.97	6.9	0.8
514.59	6.8	0.8
507.77	6.8	0.8
494.57	6.9	0.7
498.35	6.9	0.8
524.62	6.8	0.8
525.51	6.9	0.9
519.1	6.9	0.7
501.09	6.8	0.9
493.37	6.9	0.8
501.47	6.9	0.7
500.06	6.9	0.8
494.96	6.8	0.9
490.12	6.8	0.8
490.77	6.7	0.9
520.75	6.8	0.9
612.49	6.7	0.9
776.97	7.2	0.8
843.9	7.6	0.8
841.37	7	0.4
829.03	5.7	0.4
849.54	4.8	0.4
861.11	5.1	0.4
890.56	6.5	0.3
883.4	6.4	0.3
857.26	6.8	0.3
726.82	7.7	0.3
653.52	8	0.3
631.13	7.3	0.3
642.65	7.5	0.4
633.52	7.6	0.3
597	7.4	0.3
552.1	7.1	0.4
525.61	6.9	0.4
510.5	7	0.4
504.13	6.9	0.5
500.03	6.8	0.4
493.68	6.7	0.5
494.62	6.8	0.5
521.69	6.6	0.6
604.53	6.5	0.7
783.08	6.7	0.8
838.01	7	0.7
879.42	7.8	0.7
883.26	7.9	0.4
866.46	7.6	0.5
873.31	7.5	0.5
884.11	7.5	0.4
876.49	7.3	0.4
853.54	7.2	0.4
730.03	7.3	0.4
649.54	7.2	0.5
635.2	7.2	0.3
655.81	7	0.4
630.56	7	0.4
572.27	6.9	0.5
547.22	7	0.4
530.43	7.2	0.5
516.87	7.3	0.4
505.67	7.2	0.5
498.34	7.2	0.6
498.21	6.9	0.6
496.56	6.8	0.6
531.03	6.8	0.7
624.86	6.8	0.6
782.11	7.3	0.6
840.21	7.2	0.6
877.04	7.4	0.6
887.56	7.4	0.6
876.5	7.4	0.5
878.42	7.4	0.5
899.37	7.5	0.4
886.01	7.5	0.5
853.16	7.4	0.4
737.62	7.2	0.4
681.7	7.2	0.5
665.45	7.3	0.4
670.31	7.2	0.5
647.9	7.3	0.4
601.52	7.4	0.5
584.84	7.2	0.5
548.24	7.2	0.6
521.23	7	0.5
518.97	6.9	0.6
514.8	7	0.6
515.82	6.9	0.7
514.46	6.8	0.7
554.7	6.8	0.7
630.27	6.5	0.6
814.7	6.5	0.7
887.59	7.3	0.6
918.57	7.3	0.6
924.92	7.2	0.6
902.03	7.3	0.6
914.58	7.3	0.5
924.08	7.4	0.5
918.96	7.3	0.4
885.08	7.3	0.4
768.6	7.3	0.5
698.25	7.4	0.4
682.99	7.3	0.4
650.02	7.3	0.4
627.35	7.3	0.4
600.72	7.1	0.5
580.2	7.1	0.4
554.98	7.1	0.6
545.67	7	0.4
532.96	6.9	0.6
533.3	6.9	0.5
529.55	6.8	0.6
532.01	6.8	0.7
564.04	6.7	0.7
652.35	6.8	0.6
816	7.2	0.6
875.3	7.4	0.6
895.73	7.3	0.5
905.69	7.3	0.5
888.6	7.3	0.5
898.22	7.3	0.4
908.95	7.4	0.4
886.49	7.3	0.4
841.04	7.3	0.4
682.18	7.3	0.4
610	7.3	0.4
578.44	7.3	0.4
580.08	7.4	0.5
579.28	7.2	0.4
576.22	7.4	0.5
561.14	7.2	0.4
516.49	7.1	0.4
511.02	7	0.5
509.91	7	0.5
508.18	7	0.6
509.11	6.9	0.6
508.88	6.9	0.7
509.94	6.9	0.6
498.39	6.7	0.8
502.99	6.8	0.6
525.13	7	0.8
548.25	7.1	0.7
568.39	6.9	0.7
571.52	6.8	0.6
568.9	6.8	0.6
568.06	6.7	0.7
575.34	6.8	0.6
574.85	6.6	0.6
561.93	6.6	0.7
549.88	6.5	0.6
538.27	6.4	0.6
545.04	6.6	0.7
543.54	6.7	0.6
546.78	6.7	0.6
544.04	6.7	0.7
532.79	6.8	0.6
519.23	6.8	0.7
508.04	6.8	0.7
500.1	6.8	0.7
497.66	6.8	0.7
497.91	6.7	0.6
496.5	6.7	0.7
486.42	6.7	0.7
486.96	6.6	0.7
499.45	6.7	0.8
519.83	6.8	0.7
528.77	6.8	0.7
539.78	6.9	0.7
557.03	6.8	0.7
576.37	6.8	0.6
575.86	6.7	0.6
573.02	6.8	0.6
566.78	6.8	0.7
575.48	6.6	0.6
583.79	6.6	0.7
599.08	6.5	0.6
596.41	6.4	0.7
580.67	6.4	0.7
561.42	6.5	0.7
530.53	6.6	0.7
521.65	6.6	0.8
516.6	6.7	0.7
513.34	6.6	0.8
510.06	6.5	0.8
507.64	6.5	0.9
544.19	6.5	0.9
643.24	6.6	1
801.89	7.1	0.8
867.81	7.4	0.8
900.15	6.9	0.7
910.42	7.3	0.6
904.82	7.2	0.6
914.42	7.1	0.6
930.16	7.1	0.6
906.61	7.6	0.6
879.16	7.9	0.5
761.92	7	0.5
696.71	7.3	0.4
641.96	7.3	0.5
614.2	7.2	0.5
602.08	6.9	0.5
612.81	7	0.6
585.35	6.8	0.7
543.88	6.8	0.7
531.56	6.7	0.7
518.71	6.7	0.9
507.94	6.6	0.9
503.22	6.6	0.8
507.21	6.6	0.9
550.68	6.5	0.8
647.96	6.6	0.9
816.24	7	0.9
876.28	7.4	0.9
890.87	7.6	0.7
896.71	7.8	0.7
892.59	7.7	0.5
900.62	7.7	0.5
919.48	7.9	0.5
915.02	7	0.4
878.28	7.1	0.5
767.71	6.8	0.4
690.73	6.9	0.4
657.57	7.1	0.4
656.11	7.2	0.5
624.15	7.2	0.5
599.81	7.2	0.6
583.96	7	0.5
557.93	6.9	0.6
555.74	6.9	0.7
547.74	6.9	0.7
540.33	6.9	0.7
536.64	6.9	0.7
535.16	6.9	0.8
581.88	6.9	0.8
658.73	6.8	0.9
815.74	7.3	0.8
888.96	7.5	0.7
915.96	7	0.6
927.61	7.3	0.5
910.39	7.2	0.5
917.41	7.9	0.5
935.84	7.8	0.6
925.07	7.6	0.5
886.38	7.4	0.6
771.9	7.1	0.5
700.9	7	0.6
685.9	6.8	0.6
692.4	6.4	0.9
654.5	6.1	1.1
626.4	5.6	1.5
608.4	5.4	1.4
573.9	5.6	1
562.8	5.6	1.5
547.3	5.3	1.4
541.7	5.2	1.4
540.2	5.3	1.8
541.6	5.2	1.6
566.9	5.1	1.5
660.1	4.5	1.9
832.9	4.8	1.8
890.1	4.9	1.4
909	4.9	1.5
922.9	4.4	1
901.3	4.9	0.4
916.8	5.1	0.7
927.6	5.4	0.7
907.4	5.4	0.6
873.4	5.5	0.8
783.7	5.3	0.7
710.4	4.7	0.7
695.8	5.1	0.7
676.1	5.7	0.8
624.9	5.6	0.9
606.5	5.6	0.9
587.6	5.3	1.3
567.7	5.1	1.2
564.5	4.9	1.4
556.3	5	1.3
548.9	5.1	1.4
551.4	5.2	1.4
544.1	5.2	3
565.3	5.3	1.6
646.8	5.3	1.9
806.2	5.4	1
864.6	5.9	1.1
886.2	5.8	0.9
899.2	5.6	0.8
877.7	5.1	0.7
893.6	6.1	0.8
893.6	6	0.7
871.4	6	0.7
831.2	6	0.7
704	5.8	0.8
625.3	5.5	0.6
615.5	5.5	0.8
610.4	5.5	0.7
606.6	5.4	0.7
593.8	5.4	0.8
547.3	5.2	0.9
542.8	5	1.2
537.8	5.3	1.2
534	5.3	1.4
534.3	5.2	2.2
532.6	5.2	1.3
531.8	5.1	1.5
532.3	5.1	1.5
522.1	5.2	1.5
532.9	5.3	1.5
566.9	5.4	1.6
589.2	5.4	1.4
603.6	5.3	1.2
596.9	5.3	1.2
586.2	5.5	1
593	5.3	0.9
592.3	5.2	0.9
578.4	5.4	0.9
559.8	5.4	0.9
557.3	5.3	0.9
542.7	5.2	0.9
549.5	5.2	0.9
542.8	5.3	0.9
548.5	5.3	0.9
534.9	5.1	1
519.9	5.4	0.9
505.9	5.5	1
506.8	5.3	0.9
505.8	5	1
502.8	5.1	1.1
502.1	5	1.4
502.8	4.9	1.3
491.8	4.7	1.3
497.8	5	1.5
510.5	5.5	1.4
521.1	5.7	1.3
534.5	5.5	1
550.8	5.5	1
568.1	5.7	1
573.4	5.9	0.9
575.2	6	0.9
577.4	5.7	0.9
565.7	5.9	0.9
562.6	5.9	0.9
573	5.5	0.9
582.7	5.2	1
583	5.2	0.9
571	5.3	0.9
560.5	5.1	1
539.5	5	1
514	4.9	0.9
505.2	4.9	1
498.4	5	1
496.6	5	0.9
496.4	5	1
551.2	5.1	1
637	5.1	1.1
798	5.6	1
860.1	6.1	0.9
898	6	0.8
895.8	6.3	0.8
893	6.4	0.7
914.7	6.5	0.6
939.9	6.7	0.7
928.4	6.6	0.5
899	6.4	0.6
774.4	6.3	0.6
716.1	6.5	0.5
700.6	5.9	0.6
704.2	5.7	0.6
663.9	5.5	0.7
642.9	5.6	0.7
629.5	5.4	0.7
590.4	5.1	0.8
564.9	5.3	0.9
564.7	5	0.9
557.3	5	0.9
541.3	4.9	0.9
538.9	5	1
564.3	4.9	0.9
653.5	4.9	0.9
813.1	5.4	1
884.2	5.8	0.8
902.4	6.1	0.8
890.9	6.3	0.7
901.3	6.3	0.6
910.6	6.3	0.6
914.1	6.1	0.6
915.5	6.2	0.6
868.4	6.3	0.5
762.5	6.2	0.6
706.2	6.1	0.5
694.3	5.9	0.5
707.1	5.7	0.6
684	5.6	0.5
641.1	5.7	0.7
608.4	5.5	0.8
564.5	5.2	0.8
543	5.6	0.9
530.1	5.6	0.9
526.1	5.4	0.9
525.3	5.3	0.8
526.2	5.1	1.4
560.6	4.9	1.2
655.6	5.1	1.4
824.2	5.7	1.1
878.6	5.7	1
900	6.2	0.8
922.5	6.4	0.7
918.3	6.3	0.7
925.8	6.3	0.6
945.6	6.4	0.6
938.6	6.4	0.5
881.2	6.6	0.6
754.5	6.5	0.5
690.2	6	0.5
674.5	6	0.5
683.2	5.9	0.6
665	5.8	0.6
635.5	5.8	0.6
587.4	5.7	0.7
548.1	5.4	0.7
527.9	5.4	0.8
525	5.7	0.8
514.2	5.7	0.9
514	5.6	0.8
514.9	5.5	1
541.9	5.3	0.9
637.8	5.3	1
809	5.5	0.9
874.4	5.8	0.9
920.2	6.2	0.7
928.7	6.4	0.7
917.3	6.5	0.6
928.1	6.5	0.6
937.8	6.8	0.5
926	6.5	0.5
893	6.5	0.5
778.2	6.5	0.5
701.9	6.1	0.5
679.4	6	0.5
689.3	5.9	0.5
649.3	5.7	0.5
624.5	5.7	0.7
601.9	5.6	0.6
567.5	5.5	0.7
546.6	5.6	0.8
531.5	5.4	1
530.9	5.5	1
524.4	5.1	1
536.3	4.8	0.9
569.7	5.2	1
664.2	5.2	0.9
811.6	5.3	1
876.8	6	1
911.3	6.4	0.7
918.8	6.5	0.5
895.4	6.5	0.6
903.3	6.1	0.5
907.6	5.6	0.5
892.6	5.5	0.4
841.6	5.4	0.5
692.2	5.3	0.5
627.9	6	0.5
612.6	5.6	0.4
615.5	5.2	0.6
569.2	5	0.7
537.2	5.3	0.8
524.1	5.2	0.9
517.4	5.2	1
513.2	5.1	1
511.6	4.9	1
510.2	4.8	1.2
509.5	4.8	1.5
510.6	4.7	1.5
509.6	4.8	1.9
499.4	4.7	1.8
506.9	4.6	1.3
531.4	4.8	1.4
551.5	4.8	1.3
571.6	4.7	1.3
572.5	4.9	1.3
575	4.9	1.2
586.4	4.8	1.3
591.6	4.9	1.2
587.8	4.9	1.4
571.1	4.8	1.1
555.6	4.9	1.2
546.8	4.7	1.1
533.1	4.6	1.3
537.3	4.7	1.5
542.9	4.7	1.6
534.5	4.9	1.5
522.1	5	2
512.3	4.8	1.3
502.2	4.9	1.9
497.8	4.6	2
494	4.6	2
494	4.5	2.1
494.9	4.5	2.1
485.2	4.3	2.3
488.1	4.4	2
497.9	4.5	2.2
510.9	4.6	2
520.5	4.6	1.9
532.8	4.9	1.8
548.5	4.8	1.6
564	4.9	1.5
572.9	5.1	1.5
576.1	5.2	1.3
573.4	5.1	1.3
575.5	5.2	1.3
573.7	4.9	1.2
574.5	4.7	1.3
574.2	4.6	1.3
559.5	4.4	1.3
550.3	4.5	1.6
527.6	4.5	1.8
516.6	4.3	1.9
510.3	4.4	2
510.1	4.2	2.1
505	4.3	2.3
508	4.1	2.5
545.9	4.3	2.5
648.3	4.2	2.5
786.1	4.5	1.8
863.8	4.7	1.7
900.6	5.2	1.6
900.9	5.1	1.5
875.2	5.3	1.3
893.4	5.4	1.2
911.5	5.5	1.2
906	5.6	1.1
866.4	5.5	1.1
751.8	5.4	1.1
702.8	5.2	1
688.4	5	1.1
679.3	4.9	1.2
656.1	4.8	1.3
645.3	4.9	1.3
621.9	4.8	1.6
562.5	4.6	1.6
546.3	4.6	1.6
532.9	4.3	1.7
530.3	4.4	2
529.6	4.4	2
529.3	4.4	2
558.9	4.4	2.1
653.7	4.4	2.1
813.8	5	2
874.7	5.4	1.7
910.7	5.8	1.4
904.3	5.6	1.2
895.9	5.4	1.1
917.2	5.9	0.9
926.9	6	0.9
923.1	6	0.8
878.5	5.9	0.7
755.3	5.6	0.8
696.3	5.1	0.8
686.3	4.7	1
687.2	4.5	0.9
662.8	3.7	1
626.3	3.1	0.9
601.5	4.8	0.9
569	5.1	1.1
558.6	4.8	1.4
544.4	5.1	1.5
542.2	4.7	1.6
538.7	4.6	1.6
541.5	4.5	1.7
575.2	4.5	1.7
666.8	4.5	2.6
812.6	5	1.5
892.5	5.5	1.3
924.3	5.6	1.3
939.7	5.9	1.1
909.7	5.9	1.1
927	6	1
933.5	6.3	0.9
926.6	6.2	0.8
893.1	6.2	0.8
772.6	6.1	0.7
703.1	5.9	0.8
700.4	5.5	0.7
699.2	5.4	0.8
687.8	5	1
650.4	4.9	1.2
606.1	4.7	1.4
574.8	4.8	1.5
558.8	4.6	1.4
548.8	4.6	1.4
539.8	4.6	1.5
536.2	4.6	1.8
532.3	4.6	1.8
563.7	4.6	2.1
652.8	4.4	2.1
808.2	5.1	1.9
875.3	5.4	1.6
897.9	5.9	1.2
905.1	6.2	1
900	6.1	1
920.8	6	0.9
926.3	6.3	0.9
913.7	6.3	0.8
873.7	6.1	0.8
753	5.9	0.7
694.2	6.1	0.7
691.7	6.2	0.8
675	6.1	0.8
660.2	5.7	0.9
628.3	6	0.9
581.7	5.5	0.9
564.1	5.3	1.2
548.6	5.3	1.2
546.6	5.2	1.2
533.8	5.3	1.3
523.5	5.1	1.3
522.7	5.3	1.4
549.7	5.1	1.4
626.1	5.1	1.4
781.1	5.7	1.3
849	6.2	1.3
887.4	6.5	1.1
908.1	6.8	1
881.7	6.7	1
895.8	6.7	0.8
887.3	6.7	0.7
881.8	6.9	0.7
